User;Text;Date;Label
@pendicornn;Ojk diajak nakal tapi bg;2024-05-28 04:07:18+00:00;netral
@nusabalicom;Otoritas Jasa Keuangan(OJK) telah meluncurkan Roadmap Pengembangan dan Penguatan Industri (RP2B) Bank Perkreditan Rakyat (BPR) dan Bank Pembiayaan Rakyat Syariah (BPRS) 2024-2027 pada tanggal 20 Mei 2024.;2024-05-28 03:23:35+00:00;netral
@liputan6dotcom;Produk Impor Merajalela, OJK Punya Jurus Biar UMKM Indonesia Tak Kalah Saing http://dlvr.it/T7Tdx1 #Bisnis;2024-05-28 03:01:08+00:00;netral
@stawbewiw;Yg gemesnya lagi tuh helpdesknya cuma bot!! Pdhl waktu tes OJK kmrn helpdesknya call center yg beneran orang, beneran membantu;2024-05-28 02:35:16+00:00;netral
@Mfthrrzkk;panda aja kalo ada kenapa napa diluar negri lansung di urus sama pemerintah china wwkwkwk;2024-05-28 02:30:39+00:00;netral
@FebriDCahyono1;Urip mu seng nanggung koncomu ka nder. Lek iyo manut o ae trus ambek omongan e koncomu. Kerjo opo ae gpp penting halal ojk ngurusi omongan e konco mu iku.;2024-05-28 02:30:35+00:00;netral
@Ibas;Bener kang, sebenarnya asal dana/potongan JHT, Tapera dll itu dijamin @ojk ya ngga masalah sih. Kalo ngga dijamin ya risikonya besar. Ntar dikorupsi kek jiwasraya, asabri dll kan ngeri. Koruptornya cm dipenjara dan dana ilang gitu aja. Yg rugi ya masyarakat. @prastow;2024-05-28 02:10:16+00:00;negatif
@Mfthrrzkk;yg modelan gini kalo dijual ke pasar hewan jatinegara laku berapa ?;2024-05-28 02:01:18+00:00;netral
@JatengPos;OJK Dukung Transformasi BPR/S - https://jatengpos.co.id/ojk-dukung-transformasi-bpr-s/arif/…;2024-05-28 01:55:09+00:00;netral
@Mfthrrzkk;indonesia bisa kyk china gak sih untuk meregulasi dan menyelamatkan hewan endemik negaranya panda di china begitu di spesialkan untuk menjaga supaya gak punah sampe jadi buat hubungan diplomatik antar negara indonesia bisa gak nerapin kyk gitu ke orang utan atau satwa lain ?;2024-05-28 01:52:37+00:00;netral
@subhi_darajat;OJK Gelar Harvesting Gernas BBI/BBWI Sumsel, Nasabah Binaan PNM Mekaar Tampilkan ... https://wartakota.tribunnews.com/2024/05/27/ojk-gelar-harvesting-gernas-bbibbwi-sumsel-nasabah-binaan-pnm-mekaar-tampilkan-usaha-terbaik… #subhidarajat #digitalmarketing;2024-05-28 01:42:31+00:00;positif
@BORNEONEWS;OJK Kalteng: Program Pertanian dan Perkebunan Gumas Jadi Generic Model Pertama di Kalteng https://borneonews.co.id/berita/341885-ojk-kalteng-program-pertanian-dan-perkebunan-gumas-jadi-generic-model-pertama-di-kalteng…;2024-05-28 01:40:11+00:00;netral
@clauu_uu;kasi kejutan dikit dong, tp ojk problem urip sing teko bjir‍‍;2024-05-28 01:24:34+00:00;netral
@keuangannews_id;Yusuf Mansur Memberi Penjelasan Tentang Uang Nasabahnya, Setelah Izin Paytren Dicabut OJK https://keuangannews.id/yusuf-mansur-memberi-penjelasan-tentang-uang-nasabahnya-setelah-izin-paytren-dicabut-ojk/… lewat @Keuangan News;2024-05-28 01:21:35+00:00;netral
@Nidyna10;OJK bersama Pemerintah Provinsi Sumsel mengembangkan pariwisata dan ekonomi kreatif melalui pemberdayaan usaha UMKM. Dukungan OJK yang berkelanjutan dan terarah dapat mengembangkan UMKM dan pariwisata Indonesia Dibantai Ahok Jilat Jokowi Melon Pegi Armageddon Innalilahi;2024-05-27 23:04:02+00:00;netral
@catuaries;"Salah satu kerjaan ""kotor"" di profesi wa buat entry level itu filing produk ke OJK. Literally ngedraft dokumen. Ngerapiin PDF final. Minta tanda tangan etc. Zaman sekarang udah enak tinggal upload ke sijingga. Dulu literally ngeprint, masukin amplop, cari kurir dan kirim ke https://x.com/mediocrickey/s/mediocrickey/status/1794980359140004289…";2024-05-27 23:03:07+00:00;positif
@Hansunriko;Otoritas Jasa Keuangan (OJK) terus mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata dan ekonomi kreatif Indonesia agar terus berkontribusi dan menjadi pilar utama perekonomian nasional. ___ Dibantai Ahok Jilat Jokowi Melon Pegi Armageddon Innalilahi;2024-05-27 22:54:48+00:00;netral
@KontanNews;Enam Fintech P2P Lending Belum Penuhi Ketentuan Modal Minimum, Ini Kata OJK http://keuangan.kontan.co.id/news/enam-fintech-p2p-lending-belum-penuhi-ketentuan-modal-minimum-ini-kata-ojk… #Fintech;2024-05-27 22:30:02+00:00;netral
@nWOjkDDICB79573;Pepsi.;2024-05-27 21:12:48+00:00;netral
@dotpierces;kok panas sih..;2024-05-27 18:07:09+00:00;netral
@Harian_Jogja;OJK DIY Sebut Perlu Penjamin untuk Atasi Risiko Kredit Student Loan https://ekbis.harianjogja.com/read/2024/05/27/502/1175948/ojk-diy-sebut-perlu-penjamin-untuk-atasi-risiko-kredit-student-loan?utm_source=dlvr.it&utm_medium=twitter… #beritajogja #jogja #jogjaistimewa;2024-05-27 15:38:04+00:00;netral
@cikajang1278;potensi korupsi duit puluhan - ratusan T tapera: 1. perusahaan pengelola tapera : spt jiwasraya, taspen, asabri. 2. penunjukan developer pera. 3. kontraktor - subkon pera. 4. regulator (kemenpupr, ojk, bpk) kyk ga hapal aje kelakuan setan indo.;2024-05-27 15:11:54+00:00;netral
@subhi_darajat;Nasabah Binaan PNM Mekaar Tampilkan Usaha Terbaik di Gernas BBI/BBWI OJK https://ekonomi.republika.co.id/berita/se4kjv349/nasabah-binaan-pnm-mekaar-tampilkan-usaha-terbaik-di-gernas-bbibbwi-ojk… #subhidarajat #digitalmarketing;2024-05-27 15:07:15+00:00;positif
@subhi_darajat;Orion Penjaminan Indonesia Mulai Operasional dengan Izin OJK, Siap Dukung Pelaku Usaha https://wartaekonomi.co.id/read535920/orion-penjaminan-indonesia-mulai-operasional-dengan-izin-ojk-siap-dukung-pelaku-usaha… #subhidarajat #digitalmarketing;2024-05-27 15:07:13+00:00;netral
@nynfess;ojk nggunu nemen on;2024-05-27 14:42:16+00:00;netral
@balipuspanews;OJK dan Perbarindo Bali Gelar Perayaan Hari BPR-BPRS Nasional 2024 https://balipuspanews.com/ojk-dan-perbarindo-bali-gelar-perayaan-hari-bpr-bprs-nasional-2024.html?utm_source=dlvr.it&utm_medium=twitter… #Klungkung #News #HariBPRBPRSNasional #KepalaOJKProvinsiBali #ojk;2024-05-27 14:19:34+00:00;netral
@kpgnj;OJK, BI. Apa lagi ya?;2024-05-27 14:11:47+00:00;netral
@nadinasalim;Alhamdulillaah jadi champion top 5 UMKM BBI OJK SUMSEL. Ucapan Selamat unt kerja keras dan air mata kita semua!!;2024-05-27 14:10:05+00:00;netral
@Hibra_id;TERIMA UANG TRANSFER GAK DI KENAL? JANGAN DIPAKAI! BISA JADI JEBAKAN PINJOL! #INIKASUSNYA Hati-hati sama modus terbaru pinjol ilegal nih! Jangan asal pake ya kalau dapet transferan dari orang yang gak di kenal! #hukum #legal #lawyer #legalconsultant #pinjol #pinjolilegal #ojk;2024-05-27 14:00:00+00:00;netral
@heshoutout;kerja jadi BM Collection. - case OJK/AFPI;2024-05-27 13:41:49+00:00;netral
@Asura0599;Yahh karena saham diatur oleh badan pengawas klo di AS ada SEC disini ada OJK selain bertujuan utk melindungi investor tapi peluang ini kadang dimainin sama Bandar utk memanipulasi harga seperti front-running, spoofing, dan pump and dump. CMIIW;2024-05-27 13:34:28+00:00;netral
@Bisniscom;Sah! BTPN Dapat Restu OJK jadi Bank Kustodian;2024-05-27 13:20:34+00:00;netral
@belongtodjx;@ShopeeID parah banget ngehubungin keluar kondar.. yang bener aja bjir.. ngelanggar aturan OJK ga si;2024-05-27 13:14:37+00:00;netral
@Pengendiemaja;list pinjol legal dari OJK yang terbukti bisa mencairkan dana instan silakan dibaca thread dibawah https://x.com/Pengendiemaja/status/1581849977113874432?s=24…;2024-05-27 11:35:00+00:00;netral
@bukanhadee;aman ae;2024-05-27 11:27:00+00:00;positif
@infobanknews;OJK hingga kini tengah melakukan klarifikasi dan pemeriksaan terhadap kasus dugaan hilangnya dana nasabah Bank BTN yang dilakukan oleh oknum pegawainya. Selengkapnya: https://infobanknews.com/ojk-beberkan-update-terbaru-kasus-dugaan-hilangnya-dana-nasabah-btn/… ⁠ #infobank #bank #banking #perbankan #ojk #ojkindonesia #btn #dana #nasabah #bankbtn;2024-05-27 11:20:36+00:00;negatif
@cangkemratuadil;PINJOL GILA ADAKAMI, MENTEROR MENGANCAM FISIK, KASUS PINJAM 10 JUTA DISURUH BAYAR 20 JUTA LEBIH, WAHAI OJK ADAKAMI PINJOL GILA ELU SUAP BIAR RESMI BEGITU, JANGAN PERNAH PINJAM PINJOL APAPUN ITU NAMANNYA, ADAKAMI MENTEROR MENGANCAM, INGAT SEBAR DAT ITU DILARANG OJK,ANJING ADAKAMI;2024-05-27 11:18:05+00:00;positif
@theusernamedcha;tp yg bs kpr cuma berpenghasilan max 8 jt, pengajuan ttp d bank, dicek slik ojk juga? bedanya apa sm yg biasa? Tuj apa? Biar pd pny rmh? Lah trs yg gajinya di atas 8 jt lbh dikit gmn? Hrs kpr dr bank biasa? Ud hrs byr dp dan cicilan sndiri eh tiap bln ttp dicut tapera. Tega bngt;2024-05-27 11:16:55+00:00;netral
@bukanhadee;sudah boss thx yoooo;2024-05-27 11:08:53+00:00;netral
@jebew218;adpun nih udah seminggu ini telp ke kantor sehari bisa 6x, udah aku laporin ke ojk. ntah lah di tindak lanjuti atau ngga.. mau bayar juga ga bisa uangnya belum ada;2024-05-27 11:05:31+00:00;netral
@Media_Asuransi;Otoritas Jasa Keuangan (OJK) terus mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata dan ekonomi kreatif Indonesia.;2024-05-27 10:53:10+00:00;netral
@bankneocommerce;NEO ON STREAM HARI INI BAKAL BAGI-BAGI BOTOL CAMELBAK DARI @Rodalink_Ind Tonton Neo on Stream di IG & TikTok @bankneocommerce sampai selesai, bakal ada hadiah kece lainnya juga nanti! Bank Neo Commerce berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-05-27 10:48:11+00:00;netral
@cangkemratuadil;APLIKASI ILEGAL, BERANTAS PINJOL ILEGAL WAHAI OJK DAN KEMENKEU DAN KEPOLISIAN;2024-05-27 10:42:49+00:00;netral
@CNNIndonesia;OJK Sebut Student Loan Hanya Sebagai Alternatif Pembayaran UKT;2024-05-27 10:05:44+00:00;netral
@Beritasatu;OJK Sebut Kerugian Masyarakat Akibat Investasi Ilegal Capai Rp139 Triliun #BNetwork;2024-05-27 09:53:09+00:00;netral
@UaenaIndoJKT;Real ini mah cari jasa skripsi buat input data ke spreadsheet/excel pls tinggal copas dari laporan keuangan BPR di web ojk ke spreadsheet gw udh ada contohnya, banyaknya data sekitar 1000an mungkin, pls HMU dong butuh bgt;2024-05-27 09:14:02+00:00;netral
@Syahrul_250;Ak onk teddy bear gede, 150cm tapi ojk wes iku slalu peluk ak nek pas turu;2024-05-27 09:13:50+00:00;netral
@AlbertSolo2;Mau Tahu Bank yang Dinyatakan Bangkrut oleh OJK? Ini dia Daftarnya;2024-05-27 09:13:39+00:00;netral
@arikamedia;OJK Maluku Komitmen Dorong Literasi dan Inklusi Keuangan Kepada Penyandang Disabilitas;2024-05-27 09:11:21+00:00;netral
@cangkemratuadil;ADA DANA PINJAMAN ILEGAL, LAPOR OJK KEPOLISIAN;2024-05-27 09:06:43+00:00;positif
@bukanhadee;masyaallah;2024-05-27 08:58:36+00:00;netral
@bukanhadee;kamar kos ataya dkk terlalu pw nggo turu iki;2024-05-27 08:57:50+00:00;netral
@Media_Asuransi;Otoritas Jasa Keuangan (OJK) terus mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata dan ekonomi kreatif Indonesia. https://mediaasuransinews.co.id/keuangan/ojk-gelar-harvesting-gernas-bbbi-dan-bbwi-di-sumsel/…;2024-05-27 08:47:22+00:00;netral
@yosnhida;Baru saja melakukan kegiatan orang dewasa : Walk-in BI checking di kantor OJK;2024-05-27 08:27:24+00:00;netral
@updatebalii;Otoritas Jasa Keuangan (OJK) Provinsi Bali bersama Perbarindo Bali menyelenggarakan Perayaan Hari BPR-BPRS Nasional Tahun 2024 #ojk #PerbarindoBali #HariBPRBPRSNasional #keuangan #balitimur;2024-05-27 08:19:20+00:00;netral
@reeeeeeeeeeee_n;Laporin ke bank bun.. tapi hrs pake surat kepolisian sih.. ato lapor online ke web ojk..;2024-05-27 08:02:04+00:00;netral
@baca_pesan;Kupas Perbedaan OJK dan LPS yang Perlu Dipahami Masyarakat;2024-05-27 08:01:05+00:00;netral
@baca_pesan;Y Dadi Hermawan: Bedanya dengan OJK LPS Mengurus Bank Mati;2024-05-27 08:00:53+00:00;netral
@bankneocommerce;Jagain data pribadi masing-masing mulai dari diri sendiri ya, Neotizen. Hati-hati jangan over-share karena bisa disalahgunakan! Bank Neo Commerce Tbk berizin & diawasi OJK serta merupakan bank peserta penjaminan LPS #neobank #UntungPakaineobank #GeberPK #jagadatadiri;2024-05-27 07:58:14+00:00;negatif
@pacarkakjung;temanteman yang dapet gini dan emg GA PERNAH NGAMBIL PINJOL, mamaku kemarin langsung lapor ke ojk dari ojk katanya gausah perduliin kalo nerror call atau WA dan emg makin hari udah diem tuh, kalau untuk yang yg di tf ke rek 2x mamahku tetep simpen di atm nya ga di apaapain.;2024-05-27 07:57:19+00:00;netral
@iyaininajla;ojk ngunu koen zaa diriku jek gk ng jbr kii;2024-05-27 07:48:09+00:00;netral
@spinthatfucking;lulus iki aku mba, ojk lali traktir aku babi;2024-05-27 07:22:52+00:00;netral
@bukanhadee;untung seh dalam bentuk stiker;2024-05-27 07:21:10+00:00;netral
@GATRA_com;OJK Gelar Harvesting Gernas BBBI dan BBWI di Sumsel;2024-05-27 07:15:02+00:00;netral
@kompascom;Sepanjang 2024, Otoritas Jasa Keuangan (OJK) telah mencabut 12 izin usaha Bank Perkreditan Rakyat (BPR) baik konvensional maupun syariah.;2024-05-27 07:13:12+00:00;positif
@Mfthrrzkk;tentu saja pilih ahok biar ormas ormas batak itu bubar semua;2024-05-27 07:08:21+00:00;netral
@jawapos;OJK Sukses Gelar Harvesting Gernas BBI/BBWI Sumsel: Nasabah Binaan PNM Mekaar Tampilkan Usaha Terbaik;2024-05-27 07:06:40+00:00;positif
@ArmaZulfikar;Sebenarnya artis itu gak kaya kaya amat..!!! Cuma cara oknum koruptor sudah bisa menyimpan hasil Garongan melalui pihak ketiga.pihak ketiga yg susah di periksa adalah selebritis yang lagi tenar.Dengan fee 20%. Sebenarnya klo mau ngelacak gampang lihat aja transaksi di OJK.;2024-05-27 06:56:50+00:00;netral
@vypicks;@kontakBRI min saya bingung ya sama produk CERIA uda autodebet di rek tapi app nya ga ngedetect. Uda buat laporan tapi ga jelas sampai skrg statusnya, uda bayar tapi ditagih terus. Uda email, DM X, DM IG juga ga bales lagi. Apa perlu lapor ke BI dan OJK ya?;2024-05-27 06:31:05+00:00;netral
@Bisniscom;Mengenal SLIK OJK: Skor, Cara Cek, Dampak ke Pengajuan Kredit;2024-05-27 06:22:10+00:00;netral
@UaenaIndoJKT;ada yg tau jasa mindahin data dari web ke excel/spreadsheet gitu gak ya ? buat skripsi ni… sebenernya tinggal copas laporan keuangan dari ojk tapi banyak banget perusahannya, kalo ada yg sedia jasa hmu pls!;2024-05-27 06:03:43+00:00;netral
@CNNIndonesia;#DetikNetwork Sepanjang tahun berjalan 2024, tercatat setidaknya sudah ada 12 bank yang bangkrut dan telah dicabut izin usahanya oleh Otoritas Jasa Keuangan (OJK).;2024-05-27 06:00:00+00:00;negatif
@Lord_shaid;The OJK;2024-05-27 05:55:46+00:00;netral
@ochomitsu;ok. ojk breo;2024-05-27 05:53:35+00:00;netral
@fajaronline;OJK: Masyarakat Rugi Rp139 Triliun Akibat Investasi Ilegal Sejak 2017;2024-05-27 05:36:27+00:00;netral
@Harian_Jogja;OJK: Masyarakat Merugi hingga Rp139 Triliun Akibat Investasi Ilegal https://news.harianjogja.com/read/2024/05/27/500/1175900/ojk-masyarakat-merugi-hingga-rp139-triliun-akibat-investasi-ilegal?utm_source=dlvr.it&utm_medium=twitter… #beritajogja #jogja #jogjaistimewa;2024-05-27 05:28:13+00:00;netral
@Newstagar;Beda Peran LPS dan OJK Dalam Mengurusi Perbankan;2024-05-27 05:12:27+00:00;netral
@KabarMakassarr;LPS dan OJK Jelaskan Tugas dan Edukasi Publik dalam Workshop Jurnalis 2024;2024-05-27 04:22:31+00:00;netral
@liputan6dotcom;OJK Sebut Skema Student Loan Perlu Kajian Matang http://dlvr.it/T7RP2C #Bisnis;2024-05-27 04:20:34+00:00;netral
@gokepricom;OJK: “Student Loan” Hanya Alternatif Mahasiswa untuk Bayar UKT;2024-05-27 04:20:27+00:00;netral
@kompascom;Pemprov Sumsel dan OJK berkolaborasi untuk hadirkan berbagai fasilitasi UMKM pada agenda Harvesting Gernas BBI-BBWI 2024 di Sumsel. http://dlvr.it/T7RN4P;2024-05-27 04:04:36+00:00;netral
@tinsk;sebaiknya pindah bestie. banyak bgt kasusnyaa dan udah ga diawasi ojk;2024-05-27 04:04:03+00:00;positif
@teknologitekdi;Waspada Modus Penipuan Baru Salah Transfer, Lakukan Ini Segera! https://teknologi.id/amp/news/waspada-modus-penipuan-baru-salah-transfer-lakukan-ini-segera… #OJK #keuangan #penipuan #modus #teknologi #teknologiindonesia #beritateknologi #beritaterkini;2024-05-27 04:01:24+00:00;negatif
@voaindonesia;“Per kuartal pertama 2024 itu hampir Rp100 triliun transaksinya, jadi memang meresahkan sekali judi online,” kata Menkominfo RI Budi Arie Setiadi. Pemerintah juga telah memblokir 1,9 juta konten judi online selama Juli 2023-Mei 2024, dan meminta OJK membekukan lebih dari... [1];2024-05-27 04:00:11+00:00;netral
@liputan6dotcom;Program Kredit Melawan Rentenir OJK di Sumsel Sentuh Rp 30 miliar http://dlvr.it/T7RKgw #Bisnis;2024-05-27 03:22:06+00:00;netral
@magazinepopser;Bener ga segampang apa yang mereka bilang sebenernya tuh joki sama aja kayak tulob galob bedanya cuman ga masuk ojk aja;2024-05-27 03:05:59+00:00;netral
@singa_fintech;Sobat Singa, yuk coba pakai tips ini biar kamu bisa konsisten bayar cicilan tepat waktu ————————————————— PT Abadi Sejahtera Finansindo telah berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) 1500066 cs@singa.id #SingaFintech #PinjamanOnline;2024-05-27 03:01:00+00:00;positif
@mrjuminten;OJK di omong;2024-05-27 02:49:09+00:00;netral
@kumparan;OJK mencatat kredit macet pinjol capai Rp 1,37 triliun per Maret 2024. #bisnisupdate #update #bisnis #text;2024-05-27 01:24:11+00:00;netral
@waspadadotid;OJK Dorong UMKM Menjadi Pilar Utama Perekonomian Nasional https://waspada.id/ekonomi/ojk-dorong-umkm-menjadi-pilar-utama-perekonomian-nasional/…;2024-05-27 01:22:23+00:00;netral
@liputan6dotcom;OJK Ungkap Kabar Terbaru Kasus Dana Nasabah BTN yang Hilang http://dlvr.it/T7RC24 #Bisnis;2024-05-27 01:16:35+00:00;negatif
@random_goofer;ojk,, thamks;2024-05-27 01:06:30+00:00;netral
@kabarbursacom;"Hingga Mei 2024, OJK Catat Ada 256 Produk Asuransi ""Bodong"" https://tinyurl.com/2aggmcjp ##OJK #AsuransiBodong #ProdukAsuransi";2024-05-27 01:06:25+00:00;netral
@nWOjkDDICB79573;Shambala.;2024-05-27 00:58:15+00:00;netral
@Mipazuzuzu36;Ewwh nggilani Terlepas due duit opoga ojk sampe dadi duri neng rmh tanggane wong lio;2024-05-27 00:55:15+00:00;netral
@Kilas_berita_;OJK Sebut Kerugian Masyarakat Akibat Investasi Ilegal Capai Rp139 Triliun;2024-05-27 00:45:33+00:00;netral
@KontanNews;Hingga Mei 2024, OJK Catat Ada 256 Produk Asuransi yang Belum Mendapatkan Izin http://keuangan.kontan.co.id/news/hingga-mei-2024-ojk-catat-ada-256-produk-asuransi-yang-belum-mendapatkan-izin… #Asuransi;2024-05-26 23:45:02+00:00;netral
@GdeSgita;Koq ga ditegesin Di, klo bisnis ke dua org ini, si Dodo dan Wati adalah PINJOL, diawasi atau tdk oleh ojk pd akhirnya tetap menyengsarakan nasabahnya.....hhhhh...;2024-05-26 23:40:27+00:00;netral
@NailovesAnne;AAAHH OJK GRAZIAS MUTI;2024-05-26 22:44:26+00:00;netral
@soloposdotcom;Wacana Student Loan untuk Bayar UKT Muncul Lagi, Ini Pesan OJK https://bisnis.solopos.com/wacana-student-loan-untuk-bayar-ukt-muncul-lagi-ini-pesan-ojk-1929246?utm_source=dlvr.it&utm_medium=twitter…;2024-05-26 22:14:09+00:00;netral
@ojkindonesia;#SiaranPersOJK OJK terus mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata & ekonomi kreatif Indonesia agar terus berkontribusi dan menjadi pilar utama perekonomian nasional.;2024-05-26 21:54:24+00:00;netral
@Bimok14;ojk mati sek yo @strydwp gak onok nggon sambat mane aku nek kon mati;2024-05-26 19:23:39+00:00;netral
@news24_coid;OJK Gelar Harvesting Gernas BBI BBWI Sumsel Nasabah Binaan PNM Mekaar Tampilkan Usaha Terbaik http://dlvr.it/T7Qd2w;2024-05-26 17:01:43+00:00;positif
@teknikbaik;lek manganmu gak punksit ojk ngaku punk cak;2024-05-26 16:51:22+00:00;netral
@detikfinance;OJK menggelar Gernas BBI-BBWI di Palembang, Sumsel. Kegiatan itu untuk mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata dan ekonomi kreatif.;2024-05-26 16:33:33+00:00;netral
@asifa_yuuchan;Cukup lek mangan mu indomie terus mben dino . Ojk tuku opo2 liyane blas. Ngombe banyu putih wae.;2024-05-26 16:19:21+00:00;netral
@dwi_setiaw32951;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/SiQqh3;2024-05-26 16:11:52+00:00;positif
@dotpierces;bakar rumah (bukan rumah bibo bukan rumah gua);2024-05-26 15:46:19+00:00;netral
@elssviraaa;yang kaya gini udah diawasin ojk blm?;2024-05-26 15:30:33+00:00;netral
@idx_channel;OJK Sukses Gelar Harvesting Gernas BBI/BBWI Sumsel, Nasabah Binaan PNM Mekaar Berikan Usaha Terbaik;2024-05-26 15:09:05+00:00;positif
@tvOneNews;OJK Gelar Acara Harvesting Gernas BBI/BBWI Sumatera Selatan, Nasabah Binaan PNM Mekaar Ikut Tampilkan Usaha Terbaik: Dalam rangka mendorong UMKM naik kelas, OJK bersama Pemerintah Provinsi Sumatera Selatan menggelar kegiatan Harvesting Gerakan Nasional… http://dlvr.it/T7QRpZ;2024-05-26 15:02:16+00:00;positif
@FaniAdzikri3;Pinjaman Akulaku Tanpa Biaya Provisi! Pinjam hingga 3jt， tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/AN2pa2;2024-05-26 14:50:12+00:00;positif
@YayanSupri79716;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/Lu3Eq2;2024-05-26 14:10:03+00:00;positif
@Iiagib;Kalo secara SOP sih ya ini ... emang ngga boleh sih, tapi di satu sisi emang udah resiko kakak elu juga nder. Jadi dari pihak DC bakal lakuin apa aja buat menuhin target dan nakutin yang ngutang. Laporin aja ke pihak OJK beserta buktinya, bisa kok.;2024-05-26 14:07:13+00:00;netral
@keuangannews_id;OJK Dorong UMKM Menjadi Pilar Utaman Perekonomian Nasional : OJK Gelar Harvesting Gernas BBBI dan BBWI di Sumsel https://keuangannews.id/ojk-dorong-umkm-menjadi-pilar-utaman-perekonomian-nasional-ojk-gelar-harvesting-gernas-bbbi-dan-bbwi-di-sumsel/… lewat @Keuangan News;2024-05-26 14:01:09+00:00;positif
@milamila_m;Yakni mengetahui melalui ciri-cirinya seperti tidak memiliki dokumen izin dari Otoritas Jasa Keuangan (OJK), proses pinjaman sangat mudah dan cepat, aplikasi meminta akses seluruh data di telepon seluler. #ModusSalahTransfer #reqread;2024-05-26 13:56:43+00:00;positif
@BA7jk;1 kupa;2024-05-26 13:55:15+00:00;netral
@milamila_m;Satgas meminta jika masyarakat menemukan tawaran investasi atau pinjaman online yang mencurigakan atau diduga ilegal, dapat melaporkannya kepada Kontak OJK 157, WA (081157157157), email: konsumen@ojk.go.id atau email: waspadainvestasi@ojk.go.id. #ModusSalahTransfer #reqread;2024-05-26 13:53:04+00:00;positif
@milamila_m;Perempuan yang jugua menjabat Kepala Eksekutif Pengawas Perilaku Pelaku Usaha Jasa Keuangan, Edukasi, dan Pelindungan Konsumen, OJK itu mengakui banyak mendengar dan menerima laporan. #ModusSalahTransfer #reqread;2024-05-26 13:48:10+00:00;negatif
@sokoguruid;Dorong UMKM dan Pariwisata, OJK Gelar Harvesting Gernas BBI dan BBWI di Sumsel https://sokoguru.id/ekonomi/dorong-umkm-dan-pariwisata-ojk-gelar-harvesting-gernas-bbi-dan-bbwi-di-sumsel… Ketua Dewan Komisioner OJK Mahendra Siregar menekankan perlunya mengandalkan lebih banyak lagi penggerak ekonomi di dalam negeri. #UMKM #OJK;2024-05-26 13:42:38+00:00;netral
@IDNTimes;OJK Beberkan Progres Merger Bank MNC dan Nobu;2024-05-26 13:35:09+00:00;netral
@sulisrahmadanii;Bank Saqu alias Bank Jasa Jakarta udh OJK, setiap hari ada kuota 5000 utk yg klaim, tapi krna banyak yg gatau jadinya semua kedapetan. Setiap Rabu Buy1Get1 XXI film apapun.;2024-05-26 13:14:21+00:00;netral
@zha_andry;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/RvDYR3;2024-05-26 13:11:23+00:00;positif
@heeseungFISlP;RIN BGST OJK NGUNU LAH;2024-05-26 13:09:14+00:00;netral
@bicarajambicom;BICARA JAMBI: OJK Gelar Harvesting Gernas BBBI dan BBWI di Sumsel;2024-05-26 13:02:33+00:00;netral
@TuitMakassar;LPS dan OJK Bahas Literasi Keuangan di Workshop Komunitas Jurnalis Sulsel;2024-05-26 12:59:15+00:00;netral
@Halukulancar;Manifesting keterima magang di OJK;2024-05-26 12:47:57+00:00;netral
@hidupenuhliku;yang ada pengalaman galbay oren, indosaku, kta, sm adamodal. sharing dong gimana teror nya:) gua mau lunasin satu persatu dulu, udh ga peduli sm slik ojk. yang penting keluarga gua bisa makan;2024-05-26 12:14:16+00:00;positif
@wingerbbq;auditor/ojk/BI, merangkap dosen, jual (bikinin) jajanan pasar.;2024-05-26 11:55:57+00:00;netral
@edo_heppy;Contrast bg oh iya kalau mau konsultasi kemana? Kebetulan ini ada temen yg kesandung perkara 378 sub UU ITE nilai kerugian+_ 38M korban cukup banyak tersebar di Beberapa daerah Tempo hari sudah sy bantu buat laporan ke OJK tapi yah terbatas waktu gak sy Flow up lagi;2024-05-26 11:50:10+00:00;netral
@inilahdotcom;Otoritas Jasa Keuangan (OJK) terus mendukung pertumbuhan UMKM serta pengembangan sektor pariwisata dan ekonomi kreatif Indonesia agar terus berkontrib...;2024-05-26 11:36:37+00:00;netral
@bergeloralah;PENTING NIH GAEZ..! Ini Daftar 101 Pinjol Legal Berizin OJK https://bergelora.com/penting-nih-gaez-ini-daftar-101-pinjol-legal-berizin-ojk/… lewat @BERGELORA.COM;2024-05-26 11:34:07+00:00;netral
@Rxfiiciel;Ojk saiki ws kukut;2024-05-26 11:28:46+00:00;netral
@DennySeggssegar;Bisa Pak. Ada lakupandai program ojk kerjasama dengan bank bank dengan brandingnya masing2 kayak b*i dengan brilink nya;2024-05-26 11:28:13+00:00;netral
