User;Text;Date;Label;Cleaned_Text
@KATADATAcoid;OJK Cabut Izin BPR Bank Jepara Artha di Jateng, Ini Alasannya;2024-05-22 02:50:08+00:00;netral;ojk cabut izin bpr bank jepara artha jateng alasannya
@withnay_;Mjb ya dana itu dompet digital sama kaya gopay dan ovo yg regulatornya bank indonesia bukan ojk;2024-05-22 02:14:32+00:00;netral;mjb ya dana dompet digital kaya gopay ovo yg regulatornya bank indonesia ojk
@ojkindonesia;Halo Kak, jika mengalami permasalahan dg lembaga jasa keuangan yang berizin OJK segera laporkan ke Aplikasi Portal Perlindungan Konsumen (APPK) di https://kontak157.ojk.go.id Info lanjut hub Kontak OJK 157 @kontak157 , email konsumen@ojk.go.id, atau WA 081157157157;2024-05-22 02:13:35+00:00;negatif;halo kak mengalami permasalahan dg lembaga jasa keuangan berizin ojk laporkan aplikasi portal perlindungan konsumen appk info hub kontak ojk email konsumengoid wa
@BloombergTZ;OJK Cabut Izin Usaha Bank di Jepara, Total 12 Bank Tutup 2024;2024-05-22 02:04:16+00:00;netral;ojk cabut izin usaha bank jepara total bank tutup
@beautiaf;iya, dulu seingetku diawasi ojk. tp semenjak tahun kemarin yg banyak kasus kebobolan dan sering dipake judol jadinya ga diawasi lg.;2024-05-22 02:03:39+00:00;netral;iya seingetku diawasi ojk tp semenjak kemarin yg kebobolan dipake judol ga diawasi lg
@holaflaa;Serius kak udah ga diawasi ojk?;2024-05-22 01:58:01+00:00;netral;serius kak udah ga diawasi ojk
@masihmagangNIH;Mbak OJK, Mbak OJK;2024-05-22 01:55:25+00:00;netral;mbak ojk mbak ojk
@kabarbursacom;OJK Minta Bank Muamalat Segera Miliki Komisaris Utama https://kabarbursa.com/?p=46588&utm_source=SocialAutoPoster&utm_medium=Social&utm_campaign=Twitter… ##OJK #BankMuamalat;2024-05-22 01:52:19+00:00;netral;ojk bank muamalat miliki komisaris utama ojk bankmuamalat
@Bisniscom;Daftar Lengkap 12 Bank Bangkrut Sepanjang 2024, Izin Dicabut OJK;2024-05-22 01:51:35+00:00;netral;daftar lengkap bank bangkrut izin dicabut ojk
@ojkindonesia;Info seputar update kebijakan dan kegiatan OJK lainnya, kunjungi kanal Youtube Otoritas Jasa Keuangan (OJK TV). https://youtube.com/shorts/ThP0iV1gQ-U?si=-wMneZcSe0RFQuj0… #OJK #HariKebangkitanNasional2024 #DewanKomisioner #InsanOJK #IndonesiaEmas2045 #OJKTV;2024-05-22 01:51:12+00:00;netral;info seputar update kebijakan kegiatan ojk kunjungi kanal youtube otoritas jasa keuangan ojk tv ojk harikebangkitannasional dewankomisioner insanojk indonesiaemas ojktv
@ojkindonesia;Dalam sambutannya, Ketua Dewan Komisioner OJK menyampaikan bagaimana kesiapan kita menuju Indonesia Emas tahun 2045 dalam mendukung cita-cita luhur para pahlawan.;2024-05-22 01:51:12+00:00;netral;sambutannya ketua dewan komisioner ojk kesiapan indonesia emas mendukung citacita luhur pahlawan
@ojkindonesia;OJK Siap Bangkit Menuju Indonesia Emas Sobat OJK, OJK gelar upacara bendera dalam rangka memperingati Hari Kebangkitan Nasional 2024 di Jakarta.;2024-05-22 01:51:11+00:00;netral;ojk bangkit indonesia emas sobat ojk ojk gelar upacara bendera rangka memperingati kebangkitan nasional jakarta
@ojkindonesia;HOAX, Waspada Penipuan Mengatasnamakan Anggota Dewan Komisioner OJK Sobat OJK, Hati-hati terhadap modus penipuan melalui telepon dan Whatsapp yang mengatasnamakan Anggota Dewan Komisioner OJK dan meminta sejumlah uang.;2024-05-22 00:18:46+00:00;sangat negatif;hoax waspada penipuan mengatasnamakan anggota dewan komisioner ojk sobat ojk hatihati modus penipuan telepon whatsapp mengatasnamakan anggota dewan komisioner ojk uang
@IDNTimesJateng;Kronologi Lengkap Penutupan BPR Bank Jepara Artha oleh OJK;2024-05-21 23:58:05+00:00;netral;kronologi lengkap penutupan bpr bank jepara artha ojk
@AbuRoufan;Kemenkeu sdh kasih aba2, OJK dah angguk2. Jadi tuh barang;2024-05-21 23:48:22+00:00;netral;kemenkeu sdh kasih aba ojk dah angguk tuh barang
@SSukasim;Mestinya OJK atau DPR memihak Bangsa Indomie.;2024-05-21 23:10:14+00:00;netral;mestinya ojk dpr bangsa indomie
@ALFREDOAGNELLI;Lbh ke ketenangan aja, Krn kalau liquidasi atau kejadian spt 1998 ekonomi crash, dana yg ada di dlm dijamin kembali, walau bca pun dijamin OJK, tp kalo nabung dlm jumlah banyak better bank pemerintah, krn menurut UU di ganti sampai 2.5M jika krisis ekonomi;2024-05-21 23:03:25+00:00;netral;lbh ketenangan aja krn liquidasi kejadian spt ekonomi crash dana yg dlm dijamin bca dijamin ojk tp kalo nabung dlm better bank pemerintah krn uu ganti m krisis ekonomi
@V3g3L;Apa kaitan UKT tinggi dengan student loan? Mengapa OJK tiba-2 minta lembaga keuangan sediakan student loan dan DPR usulkan ke kemendikbud UKT bisa dicicil? Source : https://nasional.kompas.com/read/2024/05/21/20511891/anggota-komisi-x-usul-ukt-bisa-dicicil-kemendikbud-janji-sampaikan-ke-para#google_vignette… https://google.com/amp/s/www.cnbcindonesia.com/market/20240521071847-17-539924/ukt-bikin-menjerit-ojk-minta-bank-sediakan-student-loan-murah/amp…;2024-05-21 23:02:16+00:00;netral;kaitan ukt student loan ojk lembaga keuangan sediakan student loan dpr usulkan kemendikbud ukt dicicil source
@brown_sugarrs;Nang gunung gangsir enek loker Nang megamarine, depane (OJK) juga enek loker. Bayarane jam2an, nek mlebu terus sebulan setara UMR;2024-05-21 22:28:09+00:00;netral;nang gunung gangsir enek loker nang megamarine depane ojk enek loker bayarane jaman nek mlebu sebulan setara umr
@detikfinance;Setelah pencabutan izin usaha oleh OJK, Bagaimana nasib dana nasabah Bank Jepara Artha? Cek di sini penjelasannya.;2024-05-21 22:02:32+00:00;netral;pencabutan izin usaha ojk nasib dana nasabah bank jepara artha cek penjelasannya
@rkjtWINTER;tuhkan ancemannya kaya dc banget, aku laporin ojk ya kak;2024-05-21 20:33:28+00:00;netral;tuhkan ancemannya kaya dc banget laporin ojk ya kak
@dotpierces;makasih yaa per;2024-05-21 18:22:33+00:00;netral;makasih yaa
@DhevaRaditya;Owh iya cuman mengingatkan Utang pinjol bisa mempengaruhi skor kredit BI Checking atau SLIK OJK;2024-05-21 17:43:34+00:00;netral;owh iya cuman utang pinjol mempengaruhi skor kredit bi checking slik ojk
@couplaylist;Gojek diawasi ojk, soalnya ada paylater nya;2024-05-21 17:38:49+00:00;netral;gojek diawasi ojk paylater nya
@couplaylist;Cape sama statement kek gini :) mending googling dulu deh ojk itu apa;2024-05-21 17:37:42+00:00;netral;cape statement kek gini mending googling deh ojk
@Simanjunta9Nico;"OJK Minta Lembaga Keuangan Bikin ""Student Loan"" Khusus Mahasiswa S-1. Otoritas Jasa Keuangan (OJK) dan pelaku usaha jasa keuangan sedang berdiskusi soal kemungkinan adanya produk pinjaman pendidikan (student loan) terutama untuk mahasiswa strata I (S-I).";2024-05-21 17:30:58+00:00;positif;ojk lembaga keuangan bikin student loan khusus mahasiswa s otoritas jasa keuangan ojk pelaku usaha jasa keuangan berdiskusi produk pinjaman pendidikan student loan mahasiswa stratum i si
@fuad_adi1;Dear OJK kebanyakan makan duit Haram....;2024-05-21 17:21:32+00:00;netral;dear ojk kebanyakan makan duit haram
@koibiyto;Kenapaa simpen di danaa, skarang udh ga diawasin ojk lohh reo.;2024-05-21 16:47:23+00:00;netral;kenapaa simpen danaa skarang udh ga diawasin ojk lohh reo
@dirikuSWT;Ojk lali ngkok laporan Nok Polsek terdekat sek Mbekkk;2024-05-21 16:34:03+00:00;netral;ojk lali ngkok laporan nok polsek terdekat sek mbekkk
@nWOjkDDICB79573;Mash.;2024-05-21 16:06:07+00:00;netral;mash
@FazzaMuham32038;Pinjaman di Akulaku， Pasti Aman dan Cepat! Pinjam hingga 3jt dan tenor 3 bulan! Berizin dan diawasi oleh OJK. https://s.akulaku.com/wy4lg4;2024-05-21 15:41:24+00:00;positif;pinjaman akulaku aman cepat pinjam jt tenor berizin diawasi ojk
@risolmaioo;eitsss ga diawasi ojk;2024-05-21 15:40:09+00:00;netral;eitsss ga diawasi ojk
@lily_prettyyy;Lapor ojk kak;2024-05-21 15:39:32+00:00;netral;lapor ojk kak
@kariin91;Suram soal UKT Dikbud kasih umpan UKT tinggi Kemenkeu & OJK tangkap dengan skema student loan Guenga yakin ini berdampak baik ke peningkatan jumlah mahasiswa atau menaikkan ekonomi negara;2024-05-21 15:33:21+00:00;positif;suram ukt dikbud kasih umpan ukt kemenkeu ojk tangkap skema student loan guenga berdampak peningkatan mahasiswa menaikkan ekonomi negara
@subADAKITA;WKWKKW NTAR DILABRAK AYAH OJK;2024-05-21 15:32:13+00:00;netral;wkwkkw ntar dilabrak ayah ojk
@jawapos;OJK Cabut Izin Usaha BPR Bank Jepara Artha;2024-05-21 15:12:00+00:00;netral;ojk cabut izin usaha bpr bank jepara artha
@meses_curah;Buat pastiin, kamu bisa cek sendiri kok di webnya ojk, gampang;2024-05-21 15:10:36+00:00;netral;pastiin cek webnya ojk gampang
@fakeorgasmee;Terus kalau mati di jalan ya lu yg dikubur kalau ojk, mendikbud cuma lembaga mendongeng, org gila mana mau beranak di indon gak ada untungnya. Ngentot enaknya cuma 5 menit doang udah gitu beranak gak dapat insentif, enakan juga lahir di jepang justru sekolahnya yg pada tutup.;2024-05-21 15:04:38+00:00;netral;mati jalan ya lu yg dikubur ojk mendikbud lembaga mendongeng org gila beranak indon gak untungnya ngentot enaknya menit doang udah gitu beranak gak insentif enakan lahir jepang sekolahnya yg tutup
@validnewsid;"<p>OJK menilai direksi dan kuasa pemilik modal BPR Bank Jepang Artha tidak dapat melakukan penyehatan &nbsp;sehingga izin dicabut.</p>";2024-05-21 14:45:33+00:00;negatif;pojk menilai direksi kuasa pemilik modal bpr bank jepang artha penyehatan nbspsehingga izin dicabutp
@Ono_D_Punpun;Dari awal emg bukan kewenangan OJK, Kak.;2024-05-21 14:41:37+00:00;netral;emg kewenangan ojk kak
@TOEFLMASTERR;Yang mau TOEFL terima jadi buat keperluan CPNS/BUMN/S2 bisa langsung wa yaaa http://Wa.me/62895402473068 udah tembus KAI, OJK, etc Bukan serti palsu, auto lolos, bisa request score langsung wa yukkk;2024-05-21 14:28:26+00:00;netral;toefl terima keperluan cpnsbumns langsung wa yaaa udah tembus kai ojk etc serti palsu auto lolo request score langsung wa yukkk
@VIVAcoid;OJK Cabut Izin Usaha BPR Bank Jepara Artha;2024-05-21 14:08:06+00:00;netral;ojk cabut izin usaha bpr bank jepara artha
@BandungTV38;MESKI SEKTOR JASA KEUANGAN TUMBUH STABIL, OJK WASPADAI KONDISI GLOBAL http://dlvr.it/T7BbCV;2024-05-21 14:07:05+00:00;netral;sektor jasa keuangan tumbuh stabil ojk waspadai kondisi global
@Jabarkabaran;Mengupas Tuntas Akulaku Paylater: Aman dan Berizin OJK;2024-05-21 14:02:11+00:00;positif;mengupas tuntas akulaku paylater aman berizin ojk
@bankneocommerce;SIAPA YANG UDAH NUNGGUIN NEOVAGANZA LIVE MINGGU INI? ADA HADIAH SPESIAL buat kamu yang tonton live di Instagram & TikTok @bankneocommerce besok! Sampai jumpa besok jam 4 sore! Bank Neo Commerce Tbk berizin & diawasi OJK, serta merupakan bank peserta penjaminan LPS.;2024-05-21 13:57:59+00:00;netral;udah nungguin neovaganza live minggu hadiah spesial tonton live instagram tiktok besok jumpa besok jam sore bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp
@Armasnurbahari;"cara menolak teman yang minjem duit dengan halus ""maaf saya belum terlisensi OJK""";2024-05-21 13:48:27+00:00;netral;menolak teman minjem duit halus maaf terlisensi ojk
@theunspokened;mau pendidikan kudu pinjol, ntar pas udh lulus gabisa ngelamar kerja soalnya kena blacklist di ojk karena pernah relat bayar, nunggak atau galbay wkwk makan dah tu keberlanjutan ya;2024-05-21 13:43:18+00:00;netral;pendidikan kudu pinjol ntar pa udh lulu gabisa ngelamar kerja kena blacklist ojk relat bayar nunggak galbay wkwk makan dah tu keberlanjutan ya
@heyomyfuture;ovo gojek diawasi OJK?;2024-05-21 13:20:28+00:00;netral;ovo gojek diawasi ojk
@anaksandwichh;aku tu ada buat laporan ke bank BNI karna data slik aku ga sesuai, prosesnya masa sampe 20hari kerja kan gilakkkk:( taunya punya sodara kenalan ordal ojk, langsung di proses dong huhu tau gt dr kmren ga si neng;2024-05-21 13:19:27+00:00;netral;tu laporan bank bni karna data slik ga sesuai prosesnya sampe kerja gilakkkk taunya sodara kenalan ordal ojk langsung prose huhu tau gt dr kmren ga si neng
@roxanneyxz;Kak ojk cuma ngawasin aplikasi yg menyediakan jasa pinjam online/kredit barang . Aplikasi Dana itu dompet elektronik dan gak nyediain jasa pinjam ataupun kredit jadi jelas aja gak bakal di awasin ojk tapi dana tetep diawasin bank indonesia kok;2024-05-21 13:18:45+00:00;netral;kak ojk ngawasin aplikasi yg menyediakan jasa pinjam onlinekredit barang aplikasi dana dompet elektronik gak nyediain jasa pinjam kredit aja gak awasin ojk dana tetep diawasin bank indonesia
@detikfinance;Otoritas Jasa Keuangan (OJK) mencabut izin usaha PT BPR Bank Jepara Artha (Perseroda);2024-05-21 13:17:04+00:00;netral;otoritas jasa keuangan ojk mencabut izin usaha pt bpr bank jepara artha perseroda
@Mfthrrzkk;anjir 50 thn w dah ubanan terus punya perusahaan sendiri kali ya terus karyawan karyawan w kelahiran 2005 keatas wkwkwk;2024-05-21 13:07:17+00:00;netral;anjir thn w dah ubanan perusahaan kali ya karyawan karyawan w kelahiran keatas wkwkwk
@Mfthrrzkk;suharto gagal dalam membangun sumberdaya manusia liat 3 generasi yg tmbuh dalam kurikulum pendidikan suharto rata rata gampang kemakan hoax, gk pnya daya saing, ga pnya insight thing yg bagus bahkan 30 tahun dia masih ada aja msyrakat yg percaya pesugihan, mlm, money game, dll;2024-05-21 13:05:29+00:00;positif;suharto gagal membangun sumberdaya manusia liat generasi yg tmbuh kurikulum pendidikan suharto gampang kemakan hoax gk pnya daya saing ga pnya insight thing yg bagus aja msyrakat yg percaya pesugihan mlm money game dll
@Bisniscom;OJK Masih Tunggu Bank Muamalat Usulkan Nama Komisaris Utama, Sampai Kapan?;2024-05-21 12:58:34+00:00;netral;ojk tunggu bank muamalat usulkan nama komisaris utama
@geprazz;Pake kode referral greg7ztrs saat daftar Kredivo dapetkan diskon langsung s/d Rp500.000!, download Kredivo di sini https://kredivo.onelink.me/1553051199/9jfcabhx… Belanja apa saja dimana saja & cicil sampai 24 bln, limit sampai Rp50 juta & bunga mulai 0%! Kredivo berizin & diawasi OJK! #Sefleksibelitu;2024-05-21 12:42:51+00:00;netral;pake kode referral gregztrs daftar kredivo dapetkan diskon langsung sd rp download kredivo belanja dimana cicil bln limit rp juta bunga kredivo berizin diawasi ojk sefleksibelitu
@okezonenews;OJK Cabut Izin Usaha BPR Bank Jepara Artha;2024-05-21 12:38:34+00:00;netral;ojk cabut izin usaha bpr bank jepara artha
@officialinews_;#Bisnis OJK Cabut Izin BPR Jepara Artha, LPS Siap Bayar Klaim Simpanan Nasabah;2024-05-21 12:37:36+00:00;netral;bisnis ojk cabut izin bpr jepara artha lp bayar klaim simpanan nasabah
@exuaddict;STOP SOTOY kalo dana pernah diawasin ojk deh, dari kapan hari gini mulu kata2nya;2024-05-21 12:25:33+00:00;netral;stop sotoy kalo dana diawasin ojk deh gini mulu
@icedtea_manis;Iya kah, Kak? Tapi dari web resmi DANA sendiri infonya DANA dari awal berdiri sudah dibawah wewenang dan pengawasan BI, bukan OJK. Terus dari pihak resmi OJK-nya juga konfirmasi hal yg sama.;2024-05-21 12:12:50+00:00;netral;iya kah kak web resmi dana infonya dana berdiri dibawah wewenang pengawasan bi ojk resmi ojknya konfirmasi yg
@dotpierces;aduh gaadak;2024-05-21 12:02:44+00:00;netral;aduh gaadak
@sincerly_nic;Anak2 jaman sekarang itu bener2 pada berani lo dan mereka bangga di blacklist ojk. Pdhal syarat masuk kerja skrg rata2 nama bersih di ojk. Miris;2024-05-21 12:01:46+00:00;positif;anak jaman bener berani lo bangga blacklist ojk pdhal syarat masuk kerja skrg nama bersih ojk miri
@afishare23;Sedih ya . Udah jadi korban... lapor polisi dan ojk belum ada solusi ... Pihak bank juga gak memberikan solusi ... Sewa lawyer gak kebayang biayanya bakal melebihi duit yg ditransfer oleh pinjol Suma naudzubillahi mindzalik. Semoga korbannya segera mendapat pertolongan yg tepat;2024-05-21 11:58:27+00:00;netral;sedih ya udah korban lapor polisi ojk solusi bank gak solusi sewa lawyer gak kebayang biayanya melebihi duit yg ditransfer pinjol suma naudzubillahi mindzalik semoga korbannya pertolongan yg
@kulpiper___;Sempat ada ojk, Kak. Cuma sejak tahun lalu kalau ga salah udah ga niaungi lagi.;2024-05-21 11:58:13+00:00;negatif;ojk kak ga salah udah ga niaungi
@bankneocommerce;Yuk, belanja pakai QRIS neobank sekarang! Info soal QRIS neobank, klik https://bit.ly/EduWebQRIS & jika ingin pakai QRIS neobank, klik https://bit.ly/EduQRIS Bank Neo Commerce Tbk berizin & diawasi OJK serta merupakan bank peserta penjaminan LPS #neobank #qris;2024-05-21 11:56:47+00:00;netral;yuk belanja pakai qris neobank info qris neobank klik pakai qris neobank klik bank neo commerce tbk berizin diawasi ojk bank peserta penjaminan lp neobank qris
@leebookyu;Eh tapi dlu saya pake app nya mmg ada tulisan diawasi ojk;2024-05-21 11:55:45+00:00;netral;eh dlu pake app nya mmg tulisan diawasi ojk
@channotread;Emoney/Ewallet emang ga pernah diawasin OJK :);2024-05-21 11:54:21+00:00;netral;emoneyewallet emang ga diawasin ojk
@Mfthrrzkk;KIA carens gimana min ? jarang liat yg make itu. pdhal kalo dari spesifikasi bisa di adu sama 2 mobil itu;2024-05-21 11:53:42+00:00;netral;kia carens gimana min jarang liat yg make pdhal kalo spesifikasi adu mobil
@afishare23;Pertanyaan yg sama. Sepertinya lapor ojk pun blm beres.;2024-05-21 11:48:18+00:00;netral;yg lapor ojk blm beres
@cowldier;deket ojk nder;2024-05-21 11:46:42+00:00;netral;deket ojk nder
@not_active_now1;setau gw klo perjanjiannya tgl 25 gajian bertepatan hari libur maka maju jadinya,krn klo mundur bisa kena sangsi dari ojk atau depnaker gitu klo nga slh. CMIIW;2024-05-21 11:45:38+00:00;netral;setau gw klo perjanjiannya tgl gajian bertepatan libur maju jadinyakrn klo mundur kena sangsi ojk depnaker gitu klo nga slh cmiiw
@lintrover;"setiap ada pelanggaran dc/fc; teror/ancaman sebar data dsb., selama pinjol legal semuanya bisa dilaporkan ke ojk. laporan gak diproses ojk tapi bakal diproses sama pihak pertama dan bakal dapat teguran. intinya jalanin aja, taubat, ikhlas. yg penting kewajiban terbayar.";2024-05-21 11:43:26+00:00;positif;pelanggaran dcfc terorancaman sebar data dsb pinjol legal dilaporkan ojk laporan gak diproses ojk diproses teguran intinya jalanin aja taubat ikhlas yg kewajiban terbayar
@sereinkalmia;Bukannya emang dua udah ga di bawah ojk katanya;2024-05-21 11:41:09+00:00;netral;emang udah ga ojk
@rokokkontol;Nder sejak kpn diawasin OJK;2024-05-21 11:40:50+00:00;netral;nder kpn diawasin ojk
@wannadiealrdy;yg namanya ewallet emang gak diawasin ojk;2024-05-21 11:39:09+00:00;positif;yg namanya ewallet emang gak diawasin ojk
@lifeatbtpn;Berikut beberapa cara yang bisa kamu lakukan untuk menghindari modus ini! #LebihBerarti — PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-05-21 11:37:58+00:00;netral;lakukan menghindari modus lebihberarti pt bank btpn tbk berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lp
tata open, fastrespon wa (@ after DM);E wallet emang ga di awasin OJK, spay dll juga kok kecuali paylater nya, karna bukan kewenangan OJK ngawasin e wallet;2024-05-21 11:20:55+00:00;netral;e wallet emang ga awasin ojk spay dll kecuali paylater nya karna kewenangan ojk ngawasin e wallet
@Bisniscom;Kronologis BUMD Bank Jepara Artha (BAJ) Bangkrut Hingga Dicabut Izinnya oleh OJK;2024-05-21 11:19:07+00:00;netral;kronologis bumd bank jepara artha baj bangkrut dicabut izinnya ojk
@klinikhukum;Dalam proses kepailitan perusahaan asuransi, permohonan pernyataan pailit hanya dapat diajukan oleh OJK. Cari tahu lebih lanjut peran OJK dan tata cara permohonan pernyataan pailit perusahaan asuransi pada artikel berikut!;2024-05-21 11:15:00+00:00;netral;prose kepailitan perusahaan asuransi permohonan pernyataan pailit diajukan ojk cari peran ojk tata permohonan pernyataan pailit perusahaan asuransi artikel
@icedtea_manis;Emang kapan DANA pernah diawasi OJK, Kak? Sejak awal perasaan ga pernah deh diawasi. DANA itu ewallet, bukan bank. Dari awal yg namanya ewallet ga ada yg dinaungi OJK, apalagi diawasi. Ovo dan gojek pun sama. Ewallet itu ranahnya BI, bukan OJK.;2024-05-21 11:09:42+00:00;positif;emang dana diawasi ojk kak perasaan ga deh diawasi dana ewallet bank yg namanya ewallet ga yg dinaungi ojk diawasi ovo gojek ewallet ranahnya bi ojk
@groaxan_;e wallet emang nggak diawasin OJK kak, dibawah naungan BI;2024-05-21 11:09:12+00:00;netral;e wallet emang nggak diawasin ojk kak dibawah naungan bi
@Bisniscom;OJK Siap Periksa Emiten BUMN Indofarma (INAF);2024-05-21 11:08:35+00:00;netral;ojk periksa emiten bumn indofarma inaf
@disnakkaltim;Samarinda, 20 Mei 2024 - Dinas Peternakan dan Kesehatan Hewan (DPKH) Prov. Kaltim menyelenggarakan Rapat Penyusunan Rancangan Awal Pergub Subsidi Bunga dengan mengundang pihak dari Bank Indonesia KPw Kaltim, OJK Kaltim, BPD Kaltimtara, BSIP Kaltim, PT.… http://dlvr.it/T7B850;2024-05-21 11:06:35+00:00;netral;samarinda mei dinas peternakan kesehatan hewan dpkh prov kaltim menyelenggarakan rapat penyusunan rancangan pergub subsidi bunga mengundang bank indonesia kpw kaltim ojk kaltim bpd kaltimtara bsip kaltim pt
@piatoswin;Katanya yg diawasin ojk tuh bank atau nggak yg ada paylaternya;2024-05-21 11:05:50+00:00;netral;yg diawasin ojk tuh bank nggak yg paylaternya
@BtkuisTham;Ngaur. Yang punya kebijakan student loan itu OJK.;2024-05-21 11:01:40+00:00;netral;ngaur kebijakan student loan ojk
@JeniusConnect;Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com X: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK), Bank Indonesia (BI) dan merupakan peserta penjaminan LPS.;2024-05-21 11:00:09+00:00;netral;customer service resmi jenius jam call center email jeniushelpcom x pt bank btpn tbk berizin diawasi otoritas jasa keuangan ojk bank indonesia bi peserta penjaminan lp
@awesomebabie;Hahaha ini data dari mana sampe bisa bilang ga sampe 10 orang? Semua profesi pasti ada orang jahatnya. Mau polisi, TNI, bea cukai, pajak, OJK, bahkan pedagang. Ya namanya manusia. Depends on which side that we’re feeding. Kalo sering ngasih makan sisi baik ya jadi baiklah kita.;2024-05-21 10:43:53+00:00;positif;hahaha data sampe bilang ga sampe orang profesi orang jahatnya polisi tni bea cukai pajak ojk pedagang ya namanya manusia depends on which side that were feeding kalo ngasih makan sisi ya baiklah
@indonesiana;OJK Insitute Tuntaskan Prakonvensi RSKKNI Bidang Perilaku Jasa Keuanga, Edukasi, dan Perlindungan Konsumen http://dlvr.it/T7B57k #TempoIndonesiana;2024-05-21 10:42:07+00:00;netral;ojk insitute tuntaskan prakonvensi rskkni bidang perilaku jasa keuanga edukasi perlindungan konsumen tempoindonesiana
@rezasnegara;Dilindungi ojk;2024-05-21 10:05:19+00:00;netral;dilindungi ojk
@rmol_id;UKT Mahal, OJK Dorong Opsi Student Loan untuk Mahasiswa S1;2024-05-21 10:02:24+00:00;netral;ukt mahal ojk dorong opsi student loan mahasiswa s
@bukanhadee;ada diyy 15k;2024-05-21 10:00:34+00:00;netral;diyy k
@AlbertSolo2;OJK Cabut Izin Usaha Paytren AM usai Ditinggal Yusuf Mansur - YouTube;2024-05-21 09:35:31+00:00;netral;ojk cabut izin usaha paytren am ditinggal yusuf mansur youtube
@Mfthrrzkk;ngobrol random sama org di bangku sebelah, ngrekam vidio estetik dari jendela kreta, nyobain menu masakan yg belum prnah dicoba yg ada di gerbong makan, ngobrol ngobrol lagi sama orang di gerbong makan (liat situasinya, klo mereka gabisa diganggu jangan diajak ngomong) dan tidur;2024-05-21 09:31:49+00:00;netral;ngobrol random org bangku sebelah ngrekam vidio estetik jendela kreta nyobain menu masakan yg prnah dicoba yg gerbong makan ngobrol ngobrol orang gerbong makan liat situasinya klo gabisa diganggu diajak ngomong tidur
@bergeloralah;DITEROR DATANG KE SEKOLAH..! OJK Ungkap Alasan Banyak Guru Jadi Korban Pinjol https://bergelora.com/diteror-datang-ke-sekolah-ojk-ungkap-alasan-banyak-guru-jadi-korban-pinjol/… lewat @BERGELORA.COM;2024-05-21 09:11:21+00:00;netral;diteror sekolah ojk alasan guru korban pinjol com
@itsmrprime;NIK skrg gk cukup buat pinjol, cuma pinjol abal2 yg bisa cair cuma modal NIK, gk perlu dibayar gak ada hukumnya klo pinjol gk diawasi OJK;2024-05-21 09:01:11+00:00;netral;nik skrg gk pinjol pinjol abal yg cair modal nik gk dibayar gak hukumnya klo pinjol gk diawasi ojk
@pijabokki;Baca AU 300 part semangat banget, baca peraturan OJK 3 halaman udah mau tantrum: aku;2024-05-21 08:36:40+00:00;positif;baca au part semangat banget baca peraturan ojk halaman udah tantrum
@lompadtaly;-jadi sebenernya tetep rugi secara value barang dan mendingan bayar cash lunas aja. Perbedaan benit cuma di skor kredit OJK, katanya sih lebih mudah diapprove kalau pengajuan cicilan aset lain seperti mobil atau properti;2024-05-21 08:31:26+00:00;netral;sebenernya tetep rugi value barang mendingan bayar cash luna aja perbedaan benit skor kredit ojk sih mudah diapprove pengajuan cicilan aset mobil properti
@lompadtaly;Tergantung cash flow dan intensi. Kalau uangnya cukup tapi mau ngejar skor kredit OJK naik, ambil cicilan. Kalau uang tidak cukup, tabung sebentar lagi dan beli cash. Tapi dari dealer, kalau kredit suka ada diskon 1-2jt yang fana (karena dp motor menambah 20-30% harga motornya-;2024-05-21 08:30:11+00:00;negatif;tergantung cash flow intensi uangnya ngejar skor kredit ojk ambil cicilan uang tabung sebentar beli cash dealer kredit suka diskon jt fana dp motor menambah harga motornya
@lucidstellar;nabung di SEABANK bagus bgttt!! aman diawasi OJK + peserta penjaminan LPS, free biaya admin bulanan & free transfer kmn ajaa yukk daftar skrg mumpung ada bonus saldo kalo daftar bisa di cek penjelasannya disini yaa^^ ( https://x.com/CrescenciaMin/status/1770638365563785620?t=17NClvZBEQLw_iJNOlQTRw&s=19… );2024-05-21 08:19:52+00:00;positif;nabung seabank bagus bgttt aman diawasi ojk peserta penjaminan lp free biaya admin bulanan free transfer kmn ajaa yukk daftar skrg mumpung bonus saldo kalo daftar cek penjelasannya yaa
@bisnisindo_id;Daftar 101 Pinjol Legal Resmi Berizin OJK Per Mei 2024 https://bisnisindonesia.id/article/daftar-101-pinjol-legal-resmi-berizin-ojk-per-mei-2024?utm_source=dlvr.it&utm_medium=twitter…;2024-05-21 08:19:15+00:00;netral;daftar pinjol legal resmi berizin ojk mei
@santiadji;Ojk tuh harusnya jangan membiarkan pinjol semakin merajalela. Ini malah nambah ada student loan segala. Aneh banget. Pengen banget bikin rakyat terjerat hutang;2024-05-21 08:17:23+00:00;netral;ojk tuh membiarkan pinjol merajalela nambah student loan aneh banget pengen banget bikin rakyat terjerat hutang
